path_id,endpoint,clock_domain,slack_ns,delay_ns,inst_ids
696,gen_regfile_ff.register_file_i.rf_reg[858]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6650;6880;7320;11599;11885;11950;11962;12124;12161;12174;12239;14889;14918;15145;15149;15152;15288;15291
697,gen_regfile_ff.register_file_i.rf_reg[890]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;3491;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6650;6880;7077;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
698,gen_regfile_ff.register_file_i.rf_reg[922]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;3491;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6620;6650;6880;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
699,gen_regfile_ff.register_file_i.rf_reg[1018]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;2099;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6650;6880;7427;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
700,gen_regfile_ff.register_file_i.rf_reg[154]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;3500;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6650;6880;7497;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
701,gen_regfile_ff.register_file_i.rf_reg[378]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;3500;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6650;6880;7113;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
702,gen_regfile_ff.register_file_i.rf_reg[410]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;3500;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6650;6880;7042;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
703,gen_regfile_ff.register_file_i.rf_reg[506]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;2099;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6650;6841;6880;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
704,gen_regfile_ff.register_file_i.rf_reg[666]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;2099;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6583;6650;6880;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
705,gen_regfile_ff.register_file_i.rf_reg[794]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;2099;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6548;6650;6880;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
706,gen_regfile_ff.register_file_i.rf_reg[826]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;2099;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6650;6729;6880;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
707,gen_regfile_ff.register_file_i.rf_reg[954]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;2099;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6650;6880;7007;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
708,gen_regfile_ff.register_file_i.rf_reg[986]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;2099;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6650;6880;7250;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
709,gen_regfile_ff.register_file_i.rf_reg[186]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;3413;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6650;6880;7462;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
710,gen_regfile_ff.register_file_i.rf_reg[218]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;3413;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6650;6880;7392;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
711,gen_regfile_ff.register_file_i.rf_reg[250]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;3413;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6650;6880;7357;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
712,gen_regfile_ff.register_file_i.rf_reg[122]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;3430;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6650;6880;7533;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
713,gen_regfile_ff.register_file_i.rf_reg[90]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;3491;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6650;6880;7569;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
714,gen_regfile_ff.register_file_i.rf_reg[346]$_DFFE_PN0P_,clk_core,0.22,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;3500;3839;4088;4285;4600;5178;5179;5203;5210;5580;5581;5582;5583;5584;5585;6516;6650;6880;7154;11599;11885;11950;11962;12124;12161;12174;12239;14889;15145;15149;15152;15288;15291
715,cs_registers_i.minstret_counter_i.counter_val_o[38]$_DFFE_PN0P_,clk_core,0.22,-2.15,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4504;4523;4551;4912;4913;4925;4926;4928;4929;4930;4931;4932;4992;6880;8391;8470;8795;8796;8801;11599;11889;14858;14861;14868;15091;15144;15149;15152;15163
716,cs_registers_i.minstret_counter_i.counter_val_o[42]$_DFFE_PN0P_,clk_core,0.22,-2.15,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4504;4523;4551;4912;4913;4925;4926;4928;4929;4930;4931;4932;4992;6880;8391;8470;8756;8757;8762;11599;11889;14858;14861;14868;15089;15144;15149;15152;15163
717,cs_registers_i.mcycle_counter_i.counter_val_o[55]$_DFFE_PN0P_,clk_core,0.22,-2.15,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4504;4551;4912;4913;4925;4926;4928;4929;4930;4931;4932;5494;5566;6880;8391;9084;9150;9218;9220;11599;11889;14858;14861;14868;15075;15144;15149;15152;15165
718,cs_registers_i.mcycle_counter_i.counter_val_o[50]$_DFFE_PN0P_,clk_core,0.22,-2.15,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4504;4551;4912;4913;4925;4926;4928;4929;4930;4931;4932;4955;5425;6880;8391;9084;9145;9236;9237;11599;11889;14858;14861;14868;15074;15144;15149;15152;15164
719,cs_registers_i.minstret_counter_i.counter_val_o[52]$_DFFE_PN0P_,clk_core,0.22,-2.15,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4504;4523;4551;4912;4913;4925;4926;4928;4929;4930;4931;4932;4992;6880;8391;8470;8666;8667;8672;11599;11889;14858;14861;14868;15078;15144;15149;15152;15165
720,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[51]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9556;11599;11889;14858;14861;14868;15143;15144;15149;15150;15152
721,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[41]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9578;11599;11889;14858;14861;14868;15136;15144;15149;15150;15152
722,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[19]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9628;11599;11889;14858;14861;14868;15143;15144;15149;15150;15152
723,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[3]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9661;11599;11889;14858;14861;14868;15143;15144;15149;15150;15152
724,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[23]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9619;11599;11889;14858;14861;14868;15136;15144;15149;15150;15152
725,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[6]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9655;11599;11889;14858;14861;14868;15136;15144;15149;15150;15152
726,if_stage_i.pc_id_o[8]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;5085;5759;6485;6880;9525;9526;9960;11225;11599;11889;14858;14861;14868;15040;15144;15149;15152;15159
727,if_stage_i.pc_id_o[9]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;5085;5759;6485;6880;9525;9526;9960;11224;11599;11889;14858;14861;14868;15040;15144;15149;15152;15159
728,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[34]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9592;11599;11889;14858;14861;14868;15140;15144;15149;15150;15152
729,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[35]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9590;11599;11889;14858;14861;14868;15140;15144;15149;15150;15152
730,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[37]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9586;11599;11889;14858;14861;14868;15142;15144;15149;15150;15152
731,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[38]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9584;11599;11889;14858;14861;14868;15139;15144;15149;15150;15152
732,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[39]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9582;11599;11889;14858;14861;14868;15139;15144;15149;15150;15152
733,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[40]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9580;11599;11889;14858;14861;14868;15139;15144;15149;15150;15152
734,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[50]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9558;11599;11889;14858;14861;14868;15140;15144;15149;15150;15152
735,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[53]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9551;11599;11889;14858;14861;14868;15142;15144;15149;15150;15152
736,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[55]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9546;11599;11889;14858;14861;14868;15139;15144;15149;15150;15152
737,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[36]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9588;11599;11889;14858;14861;14868;15141;15144;15149;15150;15152
738,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[52]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9554;11599;11889;14858;14861;14868;15141;15144;15149;15150;15152
739,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[54]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9548;11599;11889;14858;14861;14868;15138;15144;15149;15150;15152
740,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[56]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9544;11599;11889;14858;14861;14868;15138;15144;15149;15150;15152
741,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[18]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9630;11599;11889;14858;14861;14868;15140;15144;15149;15150;15152
742,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[2]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9663;11599;11889;14858;14861;14868;15140;15144;15149;15150;15152
743,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[7]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9653;11599;11889;14858;14861;14868;15140;15144;15149;15150;15152
744,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[20]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9626;11599;11889;14858;14861;14868;15141;15144;15149;15150;15152
745,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[21]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9623;11599;11889;14858;14861;14868;15141;15144;15149;15150;15152
746,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[24]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9616;11599;11889;14858;14861;14868;15138;15144;15149;15150;15152
747,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[4]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9659;11599;11889;14858;14861;14868;15141;15144;15149;15150;15152
748,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[5]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9657;11599;11889;14858;14861;14868;15141;15144;15149;15150;15152
749,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[8]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9651;11599;11889;14858;14861;14868;15138;15144;15149;15150;15152
750,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[42]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9576;11599;11889;14858;14861;14868;15137;15144;15149;15150;15152
751,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[58]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6527;6880;9525;9526;9528;9529;9540;11599;11889;14858;14861;14868;15137;15144;15149;15150;15152
752,if_stage_i.pc_id_o[5]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;5085;5759;6485;6880;9525;9526;9960;11228;11599;11889;14858;14861;14868;15045;15144;15149;15152;15156
753,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[10]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9647;11599;11889;14858;14861;14868;15137;15144;15149;15150;15152
754,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[11]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9644;11599;11889;14858;14861;14868;15137;15144;15149;15150;15152
755,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[22]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9621;11599;11889;14858;14861;14868;15137;15144;15149;15150;15152
756,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q[26]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;9612;11599;11889;14858;14861;14868;15137;15144;15149;15150;15152
757,if_stage_i.pc_id_o[14]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;5085;5759;6485;6880;9525;9526;9960;11218;11599;11889;14858;14861;14868;15042;15144;15149;15152;15159
758,if_stage_i.pc_id_o[15]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;5085;5759;6485;6880;9525;9526;9960;11217;11599;11889;14858;14861;14868;15042;15144;15149;15152;15159
759,if_stage_i.pc_id_o[16]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;5085;5759;6485;6880;9525;9526;9960;11216;11599;11889;14858;14861;14868;15042;15144;15149;15152;15159
760,if_stage_i.pc_id_o[18]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;5085;5759;6485;6880;9525;9526;9960;11214;11599;11889;14858;14861;14868;15042;15144;15149;15152;15159
761,if_stage_i.pc_id_o[21]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;5085;5759;6485;6880;9525;9526;9960;11211;11599;11889;14858;14861;14868;15042;15144;15149;15152;15159
762,if_stage_i.pc_id_o[22]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;5085;5759;6485;6880;9525;9526;9960;11210;11599;11889;14858;14861;14868;15042;15144;15149;15152;15159
763,if_stage_i.pc_id_o[11]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;5085;5759;6485;6880;9525;9526;9960;11222;11599;11889;14858;14861;14868;15043;15144;15149;15152;15159
764,if_stage_i.pc_id_o[12]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;5085;5759;6485;6880;9525;9526;9960;11221;11599;11889;14858;14861;14868;15043;15144;15149;15152;15159
765,if_stage_i.pc_id_o[13]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;5085;5759;6485;6880;9525;9526;9960;11220;11599;11889;14858;14861;14868;15043;15144;15149;15152;15159
766,if_stage_i.pc_id_o[30]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;5085;5759;6485;6880;9525;9526;9960;11201;11599;11889;14858;14861;14868;15043;15144;15149;15152;15159
767,if_stage_i.pc_id_o[31]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;5085;5759;6485;6880;9525;9526;9960;11599;11824;11889;14858;14861;14868;15043;15144;15149;15152;15159
768,if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.err_q[0]$_DFFE_PP_,clk_core,0.23,-2.14,1664;1671;1677;1678;1766;1771;2690;2691;2692;2700;2701;2702;4507;4551;4912;4913;4925;4926;4928;4929;4930;4931;6485;6880;8554;9525;9526;9528;9601;11599;11792;11889;14858;14861;14868;15128;15144;15149;15152;15153
769,gen_regfile_ff.register_file_i.rf_reg[574]$_DFFE_PN0P_,clk_core,0.23,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;2060;2260;4024;4088;4290;5169;5171;5172;5174;5175;5211;5213;5214;5216;5221;5228;6760;6880;8560;8619;11599;11928;11963;11973;12077;12112;12152;12236;14889;15145;15149;15152;15288;15291
770,gen_regfile_ff.register_file_i.rf_reg[798]$_DFFE_PN0P_,clk_core,0.23,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;2060;2191;4024;4088;4290;5169;5171;5172;5174;5175;5211;5213;5214;5216;5221;5228;6544;6880;8560;8619;11599;11928;11963;11973;12077;12112;12152;12236;14889;15145;15149;15152;15288;15291
771,gen_regfile_ff.register_file_i.rf_reg[830]$_DFFE_PN0P_,clk_core,0.23,-2.11,16;22;207;208;209;210;211;1292;1298;1771;2058;2059;2060;2191;4024;4088;4290;5169;5171;5172;5174;5175;5211;5213;5214;5216;5221;5228;6725;6880;8560;8619;11599;11928;11963;11973;12077;12112;12152;12236;14889;15145;15149;15152;15288;15291
